"timestamp","runId","correlationId","level","message","machine","isWinPE","data"
"2025-12-10T22:17:47.3284541Z","797f4d5d-5251-4640-8ca0-d5f40fa20e51","01e37c14-0518-4c76-8baf-2eeab09f60bb","Info","Created deployment run context.","GAYMER-PC","False",
"2025-12-10T22:17:47.3294515Z","797f4d5d-5251-4640-8ca0-d5f40fa20e51","99fa9bde-d9a3-4b08-bea5-cf6318cd73ee","Info","Test event","GAYMER-PC","False",
